Country Name,Country Code,Indicator Name,2015,2016,2017,2018,2019,2020,2021
Armenia,ARM,Population in largest city,1071265,1074282,1077299,1080324,1083323,1086275,1089181
Armenia,ARM,Population living in slums (% of urban population),,8.88375,,8.39472,,8.39472,
Armenia,ARM,Urban population living in areas where elevation is below 5 meters (% of total population),0,,,,,,
Armenia,ARM,Population density (people per sq. km of land area),101.1097647,100.6615736,100.1729189,99.63319283,99.07277836,98.54611872,
Armenia,ARM,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",100,100,100,,,,
Armenia,ARM,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",34.88143264,32.22716773,32.52811834,,,,
Armenia,ARM,"Access to electricity, urban (% of urban population)",100,99.80000305,99.80000305,99.90000153,100,99.95941162,
Armenia,ARM,Urban land area (sq. km),922.3350265,,,,,,
Armenia,ARM,Urban land area where elevation is below 5 meters (% of total land area),0,,,,,,
Armenia,ARM,Urban land area where elevation is below 5 meters (sq. km),0,,,,,,
American Samoa,ASM,Urban population (% of total population),87.238,87.198,87.17,87.153,87.147,87.153,87.169
American Samoa,ASM,Urban population,44812,43990,43117,42203,41239,40255,39257
American Samoa,ASM,Urban population growth (annual %),-1.697112343,-1.851362534,-2.004498446,-2.142604233,-2.310689801,-2.41501908,-2.510444748
American Samoa,ASM,"Mortality caused by road traffic injury (per 100,000 population)",,,,,,,
American Samoa,ASM,Pump price for gasoline (US$ per liter),,,,,,,
American Samoa,ASM,Pump price for diesel fuel (US$ per liter),,,,,,,
American Samoa,ASM,Population in urban agglomerations of more than 1 million (% of total population),,,,,,,
American Samoa,ASM,Population in urban agglomerations of more than 1 million,,,,,,,
American Samoa,ASM,Population in the largest city (% of urban population),,,,,,,
American Samoa,ASM,Population in largest city,,,,,,,
American Samoa,ASM,Population living in slums (% of urban population),,,,,,,
American Samoa,ASM,Urban population living in areas where elevation is below 5 meters (% of total population),0.543848382,,,,,,
American Samoa,ASM,Population density (people per sq. km of land area),256.84,252.24,247.315,242.12,236.605,230.945,
American Samoa,ASM,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",100,100,100,,,,
American Samoa,ASM,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",13.0193901,12.38272987,12.47382024,,,,
American Samoa,ASM,"Access to electricity, urban (% of urban population)",,,,,,,
American Samoa,ASM,Urban land area (sq. km),23.43530368,,,,,,
American Samoa,ASM,Urban land area where elevation is below 5 meters (% of total land area),0.677185305,,,,,,
American Samoa,ASM,Urban land area where elevation is below 5 meters (sq. km),1.501205393,,,,,,
Antigua and Barbuda,ATG,Urban population (% of total population),25,24.846,24.713,24.599,24.506,24.433,24.38
Antigua and Barbuda,ATG,Urban population,22485,22502,22518,22539,22574,22641,22727
Antigua and Barbuda,ATG,Urban population growth (annual %),0.08898777,0.075577393,0.071079523,0.093215267,0.155165948,0.296362044,0.379122302
Antigua and Barbuda,ATG,"Mortality caused by road traffic injury (per 100,000 population)",0,0,0,0,0,,
Antigua and Barbuda,ATG,Pump price for gasoline (US$ per liter),,,,,,,
Antigua and Barbuda,ATG,Pump price for diesel fuel (US$ per liter),,,,,,,
Antigua and Barbuda,ATG,Population in urban agglomerations of more than 1 million (% of total population),,,,,,,
Antigua and Barbuda,ATG,Population in urban agglomerations of more than 1 million,,,,,,,
Antigua and Barbuda,ATG,Population in the largest city (% of urban population),,,,,,,
Antigua and Barbuda,ATG,Population in largest city,,,,,,,
Antigua and Barbuda,ATG,Population living in slums (% of urban population),,,,,,,
Antigua and Barbuda,ATG,Urban population living in areas where elevation is below 5 meters (% of total population),3.976561478,,,,,,
Antigua and Barbuda,ATG,Population density (people per sq. km of land area),204.4113636,205.8272727,207.0886364,208.2409091,209.3568182,210.6,
Antigua and Barbuda,ATG,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",100,100,100,,,,
Antigua and Barbuda,ATG,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",19.69638779,18.46093032,18.62234285,,,,
Antigua and Barbuda,ATG,"Access to electricity, urban (% of urban population)",100,100,100,100,100,100,
Antigua and Barbuda,ATG,Urban land area (sq. km),31.86330247,,,,,,
Antigua and Barbuda,ATG,Urban land area where elevation is below 5 meters (% of total land area),0.782571156,,,,,,
Antigua and Barbuda,ATG,Urban land area where elevation is below 5 meters (sq. km),3.350954684,,,,,,
Australia,AUS,Urban population (% of total population),85.701,85.8,85.904,86.012,86.124,86.241,86.362
Australia,AUS,Urban population,20410546,20755798,21127403,21474309,21824008,22125378,22184739
Australia,AUS,Urban population growth (annual %),1.554800599,1.677390128,1.774528892,1.628637215,1.615335783,1.371462726,0.267934456
Australia,AUS,"Mortality caused by road traffic injury (per 100,000 population)",5.2,5.6,5.2,4.8,4.9,,
Australia,AUS,Pump price for gasoline (US$ per liter),,0.93,,,,,
Australia,AUS,Pump price for diesel fuel (US$ per liter),,0.92,,,,,
Australia,AUS,Population in urban agglomerations of more than 1 million (% of total population),60.31729516,60.52645318,60.68201359,60.93075068,60.95720885,61.11123519,61.91719513
Australia,AUS,Population in urban agglomerations of more than 1 million,14365164,14641898,14924257,15212363,15446689,15678264,15905338
Australia,AUS,Population in the largest city (% of urban population),22.26443624,22.28531999,22.28456569,22.31634555,22.31665238,22.45264691,22.81495852
Australia,AUS,Population in largest city,4544293,4625496,4708150,4792281,4870388,4967733,5061439
Australia,AUS,Population living in slums (% of urban population),,,,,,,
Australia,AUS,Urban population living in areas where elevation is below 5 meters (% of total population),2.709677061,,,,,,
Australia,AUS,Population density (people per sq. km of land area),3.100112596,3.144935531,3.197365841,3.245784982,3.294351419,3.335312311,
Australia,AUS,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",26.04666675,24.90420852,24.89358377,,,,
Australia,AUS,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",9.320015289,8.614508924,8.550324401,,,,
Australia,AUS,"Access to electricity, urban (% of urban population)",100,100,100,100,100,100,
Australia,AUS,Urban land area (sq. km),11945.98604,,,,,,
Australia,AUS,Urban land area where elevation is below 5 meters (% of total land area),0.009813427,,,,,,
Australia,AUS,Urban land area where elevation is below 5 meters (sq. km),751.9405302,,,,,,
Austria,AUT,Urban population (% of total population),57.715,57.905,58.094,58.297,58.515,58.748,58.995
