"","CountryNames","CourageAvgUnsampled","CourageVarUnsampled","CourageAvgSampled01","CourageVarSampled01","CourageAvgSampled02","CourageVarSampled02","CourageAvgSampled03","CourageVarSampled03","CourageAvgSampled04","CourageVarSampled04","CourageAvgSampled05","CourageVarSampled05","CourageAvgSampled06","CourageVarSampled06","CourageAvgSampled07","CourageVarSampled07","CourageAvgSampled08","CourageVarSampled08","CourageAvgSampled09","CourageVarSampled09","CourageAvgSampled10","CourageVarSampled10","GTI2018","GTI2019","GTI2020","Hofstede2010_IDV","Hofstede2010_MAS","GII2017","GII2018","GII2019","GII2020","GII2021","BCGIII2009","BloombergInnovation2015","CreativityIndex2015","OECD_Edu_Primary","OECD_Edu_Primary_SE","OECD_Edu_Secondary","OECD_Edu_Secondary_SE","OECD_Edu_Tertiary","OECD_Edu_Tertiary_SE","OECD_GDP_2017","OECD_GDP_2018","OECD_GDP_2019","OECD_GDP_2020","OECD_GDP_2021","OECD_Unemployment_2017","OECD_Unemployment_2018","OECD_Unemployment_2019","OECD_Unemployment_2020","OECD_Unemployment_2021","UN_Edu_Primary_ComplRate_2017","UN_Edu_Primary_ComplRate_2018","UN_Edu_Primary_ComplRate_2019","UN_Edu_Primary_EnrolRate_2017","UN_Edu_Primary_EnrolRate_2018","UN_Edu_Primary_EnrolRate_2019","UN_Edu_Secondary_EnrolRate_2017","UN_Edu_Secondary_EnrolRate_2018","UN_Edu_Secondary_EnrolRate_2019","UN_Edu_Tertiary_EnrolRate_2017","UN_Edu_Tertiary_EnrolRate_2018","UN_Edu_Tertiary_EnrolRate_2019","UN_GDP_2017","UN_GDP_2018","UN_GDP_2019","UN_GDP_Growth_2017","UN_GDP_Growth_2018","UN_GDP_Growth_2019","UN_GDP_percap_2017","UN_GDP_percap_2018","UN_GDP_percap_2019","UN_GDP_percap_growth_2017","UN_GDP_percap_growth_2018","UN_GDP_percap_growth_2019","UN_GDP_PPP_percap_2017","UN_GDP_PPP_percap_2018","UN_GDP_PPP_percap_2019","UN_GNI_Atl_2017","UN_GNI_Atl_2018","UN_GNI_Atl_2019","UN_GNI_Atl_percap_2017","UN_GNI_Atl_percap_2018","UN_GNI_Atl_percap_2019","UN_GNI_PPP_2017","UN_GNI_PPP_2018","UN_GNI_PPP_2019","UN_GNI_PPP_percap_2017","UN_GNI_PPP_percap_2018","UN_GNI_PPP_percap_2019","UN_Metro_Population_2017","UN_Metro_Population_2018","UN_Metro_Population_2019","UN_NetIncome_2017","UN_NetIncome_2018","UN_NetIncome_2019","UN_Patent_NonResident_2017","UN_Patent_NonResident_2018","UN_Patent_NonResident_2019","UN_Patent_Resident_2017","UN_Patent_Resident_2018","UN_Patent_Resident_2019","UN_Researcher_Density_2017","UN_Researcher_Density_2018","UN_RnD_2017","UN_RnD_2018","UN_RnD_2019","UN_TradeMark_NonResident_2017","UN_TradeMark_NonResident_2018","UN_TradeMark_NonResident_2019","UN_TradeMark_Resident_2017","UN_TradeMark_Resident_2018","UN_TradeMark_Resident_2019","UN_Unemployment_2017","UN_Unemployment_2018","UN_Unemployment_2019","UN_Urbanisation_2017","UN_Urbanisation_2018","UN_Urbanisation_2019","WB_Educ_Spending","WB_GDP_curent","WB_GDP_growth","WB_GDP_percap","WB_Gross_Primary_Enrollment","WB_Gross_Secndry_Enrollment","WB_Gross_UpprSec_Enrollment","WB_Immigrants","WB_Internet_Users","WB_Labour_Participation","WB_Patent_Rate","WB_RnD_Spending","WB_Service_Industry_Contribution","WB_UrbanPop_growth","WB_UrbanPop_percnt"
"49","Panama",0.665216393,0.034691525,0.666213333,0.03489461,0.66491,0.0350774,0.661766667,0.03432923,0.666763333,0.034744221,0.664543333,0.034909781,0.667416667,0.034865287,0.664733333,0.034906363,0.665656667,0.034547102,0.66445,0.034560743,0.66649,0.034730719,0.076,0.038,0.019,11,44,34.98,32.37,31.51,29.04,28,-0.43,NA,0.482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.79547119,NA,NA,94.38598633,NA,NA,76.13717651,NA,NA,NA,NA,NA,62202725204,64929409212,66984427150,5.591328274,3.685344349,2.979715461,15146.40851,15544.99908,15774.25494,3.799463619,1.945103244,1.292536373,30446.84957,31784.31449,32769.87032,56460222386,60532962807,63357020372,13750,14490,14920,1.1748e+11,1.23464e+11,1.29802e+11,28610,29560,30570,42.51310764,42.69921865,42.89929918,28.41937936,24.89623995,24.37925904,376,362,328,33,135,34,NA,NA,0.14714,NA,NA,4658,4462,4701,3196,2779,3100,3.9,3.89,4.74,67.365,67.709,68.059,3.2,403336,1.2,74986,94.4,76.2,58,7.3,63.6,63.7,NA,NA,65,1.7,82.2
"50","Peru",0.681704846,0.033157841,0.68302,0.03276802,0.672733333,0.03407035,0.68424,0.02981138,0.674516667,0.032602304,0.670833333,0.032558808,0.68017,0.032346784,0.677936667,0.032429551,0.683976667,0.030557802,0.679896667,0.035300561,0.684593333,0.032880817,2.95,2.84,2.141,16,42,32.9,31.8,32.93,28.79,31.2,-1.06,NA,0.418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.44566345,96.10073853,98.7053299,103.5195694,106.9451218,113.4772263,104.6938477,106.4454117,108.8338013,70.73786163,NA,NA,2.11007e+11,2.22575e+11,2.28471e+11,2.518835442,3.96915687,2.203974749,6710.507602,6957.793411,7027.612207,0.829126309,2.197948449,0.565474348,12506.52938,13088.29584,13397.27392,1.90677e+11,2.07072e+11,2.20776e+11,6060,6470,6790,3.75166e+11,3.97768e+11,4.16829e+11,11930,12430,12820,32.42074819,32.48154342,32.465586,9.922200119,9.598626368,11.64675424,1119,1133,1122,100,89,137,NA,NA,0.12085,0.12715,NA,8073,8591,8538,18923,21381,26709,3.35,3.18,3.03,77.72,77.907,78.099,3.8,256996,3.3,1187,113.5,108.85,106.1,3.7,60,52.7,NA,NA,56.7,2.7,36.7
"51","Philippines",0.693206565,0.027817578,0.69196,0.026388045,0.702773333,0.026068785,0.69362,0.028825481,0.700996667,0.026943542,0.71509,0.024408042,0.701116667,0.023175174,0.693606667,0.025872079,0.695543333,0.029292764,0.694546667,0.029878436,0.691403333,0.028965044,7.181,7.137,7.099,32,64,32.48,31.56,36.18,35.19,35.3,-0.15,NA,0.487,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108.6775284,115.4368973,105.7552567,107.5097733,101.8622208,99.14772034,86.16291046,84.04538727,89.76526642,35.47546005,NA,NA,3.28481e+11,3.46842e+11,3.76823e+11,6.930988326,6.341485571,6.118525663,3123.245642,3252.110274,3485.340844,5.396653106,4.86730873,4.680376447,8120.868793,8720.607379,9291.726915,3.71433e+11,3.95268e+11,4.16217e+11,3530,3710,3850,9.48319e+11,1.02921e+12,1.10517e+12,9020,9650,10220,14.24078067,14.27777681,14.32141581,23.1361568,21.47813021,19.09865387,3072,3771,3879,323,529,501,NA,NA,NA,NA,NA,12572,13647,14397,18584,21625,23445,2.55,2.34,2.24,46.682,46.907,47.149,2.5,66788,3,15728,99.1,89.9,72.95,0.2,43,66.5,NA,NA,67.2,2.2,67.7
"52","Poland",0.612171921,0.034983966,0.63333,0.031387178,0.608163333,0.034974645,0.60816,0.035887359,0.61526,0.033397297,0.623413333,0.034371227,0.62146,0.035651748,0.608326667,0.03761388,0.632146667,0.034790172,0.604346667,0.035046535,0.60324,0.035765347,0.719,0.477,0.239,60,64,41.99,41.67,41.31,39.95,39.9,-0.12,63.59,0.516,10,0.5,62,0.7,28,0.7,516713311771.021,544376490761.182,570206957212.269,555719976574.085,585102351863.676,4.8644811751,3.8771671454,3.2811674203,3.1578637288,2.5955590787,106.2426987,94.33351898,95.02263641,100.0158997,96.88519287,97.1727829,109.9336319,111.9701996,111.8008423,67.82743835,68.62010193,69.18402863,5.26509e+11,5.87412e+11,5.97281e+11,4.830656005,5.353703355,4.744950156,13864.68176,15468.48222,15732.20313,4.817573853,5.353914202,4.770539442,30064.50348,31978.53115,34233.31567,4.83361e+11,5.37429e+11,5.83169e+11,12730,14150,15360,1.09432e+12,1.16419e+12,1.24639e+12,28820,30660,32830,4.630833595,4.655193253,4.677757884,10.25675585,10.27427883,11.01257105,117,115,112,3924,4207,3887,3019.1146,3106.1196,1.03443,1.20953,NA,3388,3294,3277,13739,12811,13296,4.89,3.85,3.28,60.105,60.058,60.037,4.6,226850,2.2,6978,96.85,111.9,116.95,2.2,80.4,78,NA,NA,59.6,1.6,77.9
"53","Portugal",0.655601725,0.030666038,0.654453333,0.029974891,0.64405,0.027753265,0.661353333,0.032013172,0.655183333,0.031249555,0.675003333,0.024485415,0.64499,0.030079829,0.65741,0.037384644,0.659156667,0.02812422,0.646483333,0.03310797,0.64715,0.029403941,0,0,0,27,31,46.05,45.71,44.65,43.51,44.2,0.6,56.71,0.71,NA,NA,NA,NA,NA,NA,210536064665.024,216534923041.743,222344036002.087,203572737165.732,213291817311.855,9.1509508638,7.1944143967,6.6364653736,6.968383312,6.9099035133,NA,99.57019043,100.1251907,106.1831284,106.8267288,107.3928833,119.9131927,120.8339767,120.6212082,63.93581009,65.66265869,67.93070221,2.20811e+11,2.42195e+11,2.39987e+11,3.506345285,2.849325934,2.682759921,21437.3475,23551.04829,23330.81729,3.759094389,3.01412373,2.658392606,33044.71674,34931.7846,36945.14148,2.06386e+11,2.2657e+11,2.38359e+11,20040,22030,23170,3.32381e+11,3.50459e+11,3.70156e+11,32270,34080,35990,40.93867169,41.1738943,41.33573096,4.778106605,4.829583537,5.335834243,36,29,104,644,661,703,4367.73282,4537.53162,1.31928,1.34753,NA,2586,2422,2460,17822,18906,19050,8.87,6.99,6.46,64.652,65.211,65.764,5,359354,5.9,3324,106.8,120.85,124.55,9.8,75.3,59.7,NA,NA,61.3,2.1,46.9
"54","Puerto Rico",0.677579422,0.035447901,0.685446667,0.030470054,0.668233333,0.032697698,0.669983333,0.039452692,0.662953333,0.037992586,0.671923333,0.038835502,0.67637,0.03654208,0.68359,0.033916283,0.688116667,0.037156264,0.680263333,0.032386422,0.688133333,0.033768698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.03446e+11,1.00925e+11,1.04915e+11,-2.885954759,-4.147474747,1.484814635,31108.76057,31604.70151,32850.54861,-0.509099449,-0.187370305,1.474010583,34363.75463,35122.88848,36276.84236,66496592926,67329830875,70446780654,20000,21080,22060,76274336611,75280157398,78145749709,22940,23570,24470,73.89746326,76.85765499,76.75672748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.8,9.2,8.3,93.587,93.578,93.576,6.1,595862,4.5,15727,90.9,86.65,80,8.6,77.7,56.4,NA,NA,65.5,-0.2,60.1
"55","Qatar",0.681608355,0.036502118,0.675553333,0.037769927,0.67749,0.037155495,0.680933333,0.033391514,0.685733333,0.035668256,0.681756667,0.036840071,0.67879,0.035891183,0.672406667,0.037820777,0.679166667,0.037115557,0.680266667,0.03706142,0.680633333,0.035520307,0.057,0.029,0.014,NA,NA,37.9,36.56,33.86,30.81,31.5,0.52,NA,0.255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.66954803,95.78588104,95.02079773,103.2807388,103.8424377,103.538063,NA,NA,NA,16.62733078,17.86992073,18.9489994,1.61099e+11,1.83335e+11,1.76371e+11,-1.497604702,1.234872202,0.68824096,59124.86727,65907.94844,62276.42869,-4.040775634,-0.837914028,-1.103232409,91738.7528,93154.2349,93771.12531,1.55079e+11,1.63646e+11,1.7336e+11,56920,58830,61210,2.49312e+11,2.53832e+11,2.58927e+11,91500,91250,91430,NA,NA,NA,23.00095607,25.70452424,21.05227028,574,NA,799,19,NA,39,NA,577.34853,NA,0.50901,NA,7007,NA,7039,1117,NA,1333,0.14,0.11,0.12,99.078,99.135,99.188,2.7,238785,2.2,23350,103.6,NA,NA,77.3,99.7,58.4,NA,NA,75.8,0.5,65.2
"56","Romania",0.664338571,0.037158006,0.665536667,0.038389801,0.65794,0.039445909,0.65555,0.034003653,0.653116667,0.041548117,0.661926667,0.038890483,0.663963333,0.034746999,0.65842,0.038136479,0.647296667,0.043028744,0.657936667,0.038817437,0.66295,0.040022202,0,0,0,30,42,39.16,37.59,36.76,35.95,35.6,-0.29,45.79,0.425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85.22177124,85.28923035,85.15087128,87.32537842,87.50295258,91.25939178,89.06909943,88.07028198,49.38187027,51.01253891,51.3538208,2.11695e+11,2.41457e+11,2.49882e+11,7.319448529,4.474523775,4.188260341,10807.00917,12398.98198,12899.34611,7.941558658,5.090111107,4.73858787,27141.91933,29248.80932,32323.86684,1.98111e+11,2.22576e+11,2.44428e+11,10110,11430,12620,5.24122e+11,5.59099e+11,6.17219e+11,26760,28710,31860,9.344742623,9.352895172,9.355373379,3.871278288,1.659773925,5.536845093,80,47,58,1098,1100,881,891.32124,882.44127,0.50322,0.50077,NA,2008,2297,2327,7922,8226,8586,4.93,4.19,3.91,53.936,53.998,54.084,3.1,104989,1.2,35791,87.3,89.1,89.55,3.7,73.7,38.4,NA,NA,48.6,-0.3,93.6
"57","Russia",0.62538614,0.032029116,0.628353333,0.028274504,0.616296667,0.028699393,0.623163333,0.032118331,0.615753333,0.032494153,0.651776667,0.028756669,0.632313333,0.032435226,0.611316667,0.030631943,0.630283333,0.034053635,0.615263333,0.034103967,0.62264,0.032647536,5.23,4.9,4.542,39,36,38.76,37.9,37.62,35.63,36.6,0.06,75,0.579,5,0.5,28,0.9,67,1.2,1394144197015.67,1433281246616.28,1462419604792.35,1419259599936.89,1480779422172.69,5.2010365785,4.8020091336,4.5909924412,5.7600729996,4.8407810353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","Samoa",0.640877264,0.054317939,0.6384,0.057294421,0.63517,0.056908804,0.646076667,0.054410894,0.627646667,0.057938831,0.6348,0.055203645,0.63746,0.055014109,0.650336667,0.057618023,0.629706667,0.055207198,0.635436667,0.056589404,0.638973333,0.055106889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,107.0685577,104.7818832,108.8711395,108.5488434,110.5242081,115.1093597,NA,NA,NA,13.68476009,14.64204979,14.02355003,832025574,821286927.5,852007112.7,1.042433719,-1.233162407,4.379825545,4258.978767,4187.504729,4322.868457,0.619350401,-1.620921753,3.868764616,6489.776786,6537.875205,6912.03646,794306957.6,794642649.9,833955723.1,4070,4050,4230,1228347226,1236784754,1305043833,6290,6310,6620,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,2,NA,NA,NA,NA,NA,119,123,446,21,28,35,8.44,8.32,8.22,18.452,18.243,18.056,4.2,183466,-0.2,64782,115.1,NA,NA,2,33.6,87,NA,NA,44.5,6.7,99.1
"59","Saudi Arabia",0.666738786,0.039916928,0.67489,0.039674647,0.6527,0.041623609,0.667116667,0.045206538,0.66641,0.039095788,0.664436667,0.043657016,0.665916667,0.037725,0.65239,0.042562433,0.662673333,0.042869672,0.667136667,0.038458346,0.65683,0.040296804,5.479,5.238,5,38,52,36.17,34.27,32.93,30.94,31.8,-0.12,NA,0.362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103.3347397,96.70606232,96.22881317,99.45812225,99.76989746,100.712738,107.6940079,110.0862808,111.7947998,69.69831848,68.03988647,70.90087891,6.88586e+11,7.86522e+11,7.92967e+11,-0.741502653,2.434110781,0.331435729,20802.46631,23337.01755,23139.79798,-2.71382745,0.605723336,-1.325032136,47306.22232,48735.4605,48948.174,6.61787e+11,7.28348e+11,7.82798e+11,19990,21610,22840,1.59022e+12,1.65862e+12,1.69409e+12,48040,49210,49440,46.5684595,47.27652993,47.51435931,15.22403483,17.40175967,19.14583199,2282,2321,2463,909,1078,1188,NA,NA,NA,NA,NA,16233,13329,14258,17092,18563,23411,5.89,6.04,6.13,83.622,83.844,84.065,5.1,250076,4.1,12914,100.75,111.7,117.6,38.6,95.7,54.3,NA,NA,64.3,-0.5,54
"60","Serbia",0.671549356,0.038824037,0.677946667,0.036135335,0.676476667,0.037894525,0.672226667,0.037991607,0.680183333,0.035509782,0.661276667,0.040582375,0.66813,0.040349565,0.666013333,0.03676414,0.665526667,0.043201661,0.667763333,0.039916542,0.68463,0.037459906,0.229,0.115,0.057,25,43,35.34,35.46,35.71,34.33,35,NA,44.14,0.484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.03386688,98.7212677,98.6684494,100.3129272,100.3019333,99.64470673,95.49508667,95.08724213,94.47219086,66.48674011,67.15866089,67.7898407,44179055280,50640650221,51514222382,2.101163847,4.495121293,4.331734906,6292.543629,7252.401858,7417.203649,2.645985862,5.067594881,4.893094256,16611.01686,17736.0068,18944.29551,39098948224,44765251762,48889150067,5570,6410,7040,1.09093e+11,1.17542e+11,1.24484e+11,15540,16830,17920,19.69373259,19.89731911,20.06724035,-1.977908886,1.664017056,1.143414344,13,11,9,171,163,168,2079.19966,2087.21892,0.87353,0.9197,NA,4869,4982,4795,1313,1412,1298,13.48,12.73,10.4,55.942,56.092,56.26,3.6,845,2.3,4285,99.65,94.5,89.4,9.4,77.4,43.5,NA,NA,74.2,-0.4,18.2
"61","Singapore",0.657251493,0.028450255,0.671303333,0.029508239,0.646733333,0.027698812,0.647763333,0.029604288,0.66731,0.027619198,0.665826667,0.026271883,0.640013333,0.032235405,0.65888,0.027485136,0.667763333,0.026880542,0.664896667,0.024951223,0.652873333,0.028293375,0,0,0,20,48,58.69,59.63,58.37,56.61,34.5,2.23,81.6,0.896,21,0.2,29,0.3,49,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.25823975,99.92182922,98.07794952,100.6269531,100.2618713,100.6925812,107.5746002,105.8442993,104.7149582,84.79290771,88.88645172,91.08898926,3.43338e+11,3.75982e+11,3.74386e+11,4.520379476,3.497469601,1.345217486,61176.45636,66679.04649,65640.70795,4.427820162,3.012477443,0.192150836,95350.43567,100581.158,102573.4018,3.05668e+11,3.20865e+11,3.33047e+11,54460,56900,58390,4.94374e+11,5.01435e+11,5.1513e+11,88090,88930,90320,100,100,100,34.93182153,33.44627085,31.01270324,9321,10270,12409,1609,1575,1727,6802.53716,NA,1.92465,NA,NA,17670,19665,20061,6484,6305,6489,4.2,3.65,3.1,100,100,100,2.9,792967,0.3,23140,100.25,105.8,111.05,43.1,88.9,56.2,NA,NA,50.4,3.1,83.8
"62","Slovakia",0.624482213,0.034053759,0.609923333,0.029628559,0.62844,0.033503752,0.62892,0.03319497,0.627133333,0.036537541,0.625013333,0.035291692,0.619543333,0.035671052,0.62298,0.032899331,0.62463,0.030591679,0.60213,0.034481144,0.619563333,0.033545337,0.115,0.057,0.029,52,110,43.43,42.88,42.05,39.7,57.8,0.27,41.32,0.484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9,51475,4.2,7359,99.7,91.35,87.3,3.6,82.9,54.7,NA,NA,61.9,-0.1,56.1
"63","Slovenia",0.662549738,0.0350733,0.656493333,0.034326378,0.654356667,0.038300805,0.652606667,0.03367349,0.666693333,0.032683839,0.66427,0.038284031,0.668513333,0.036852893,0.663623333,0.035348751,0.66677,0.034486612,0.68019,0.032379412,0.659906667,0.033999008,0,0,0,27,19,45.8,46.87,45.25,42.91,44.1,0.37,63.59,0.822,21,0.4,54,0.4,26,0.3,46622068648.7796,48683940267.0141,50266426422.7603,48140528039.305,50991946670.7756,6.5984903823,5.1282051282,4.4482255712,5.0012138874,4.6417932815,95.69824982,97.39997101,98.55384064,100.3967438,102.0622177,103.0114365,115.6004333,114.489212,113.0262222,78.58899689,77.11312103,77.88276672,48469082710,54137142149,54178877606,4.815380632,4.422521568,3.250531336,23455.94473,26104.10279,25942.95477,4.747106183,4.044587379,2.534090905,36507.55304,38917.04712,41197.3781,45701297003,51044810356,54197185915,22120,24610,25950,74079091606,79509169202,84733492499,35850,38340,40570,NA,NA,NA,10.81281044,12.10765375,11.65701512,NA,23,NA,NA,255,NA,4479.40035,4854.56751,1.86635,1.95039,NA,NA,1468,NA,NA,1235,NA,6.56,5.11,4.45,54.273,54.541,54.822,4.8,372074,0.7,64103,102.05,114.55,126.7,13.4,83.1,70.4,NA,NA,74.2,1.7,100
"64","South Africa",0.69250766,0.031407208,0.692873333,0.027799074,0.695116667,0.032582291,0.682113333,0.028430181,0.708636667,0.030586339,0.694016667,0.033302043,0.685406667,0.030118242,0.696416667,0.028151883,0.682416667,0.031377401,0.693866667,0.026879012,0.685,0.035171605,4.263,4.511,4.258,65,63,35.8,35.13,34.04,32.67,32.7,0.33,27.82,0.564,NA,NA,NA,NA,NA,NA,354605197085.869,359880365578.639,360287223675.188,337113640120.351,354634081242.931,27.4590087952,27.1282727662,28.6930505732,29.4354451707,33.7293258212,NA,90.34449768,91.99948883,100.8647308,98.53890228,98.37447357,104.6979828,100.5111694,102.5566635,22.36602974,23.80195999,23.86655998,3.81449e+11,4.04842e+11,3.87935e+11,1.157946952,1.487617373,0.113053697,6690.939847,7005.095413,6624.761865,-0.265300653,0.113021478,-1.196091441,13860.27017,14209.09383,14289.76,3.3718e+11,3.6634e+11,3.90323e+11,5910,6340,6670,7.68263e+11,7.98281e+11,8.15895e+11,13480,13810,13930,34.87000847,35.29994366,35.58216981,1.219079646,-0.209580866,-0.754619836,6816,6258,6347,728,657,567,517.72191,NA,0.83215,NA,NA,15337,15820,15788,22381,22542,21583,27.04,26.91,28.47,65.85,66.355,66.856,6.5,105080,2.3,19256,98.5,100.55,100,4.8,56.2,59.3,NA,NA,65.1,-0.2,53.7
"65","South Korea",0.63153817,0.033267492,0.639246667,0.035044835,0.629776667,0.030806422,0.62814,0.034459325,0.631193333,0.03738736,0.64232,0.037443282,0.634726667,0.031224326,0.6037,0.039458572,0.638423333,0.033655476,0.6489,0.031659201,0.616406667,0.035665085,0.286,0.296,0.656,18,39,57.7,56.63,56.55,56.11,59.3,2.33,98.49,0.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","Spain",0.638849398,0.033188753,0.63666,0.031293001,0.637123333,0.036692409,0.63163,0.031671311,0.645183333,0.031404732,0.635283333,0.034659214,0.649056667,0.034123552,0.626273333,0.034557383,0.651003333,0.03401399,0.623616667,0.033099267,0.656833333,0.033407959,4.024,3.354,2.81,51,42,48.81,48.68,47.85,45.6,45.4,0.93,64.35,0.811,48,0.4,22,0.4,30,0.3,1268400484778.77,1297431453390.91,1324486492202.23,1181137833148.1,1233849452403.79,17.2235175652,15.2547370636,14.1041578229,15.5319167654,15.0190476542,100.5725479,98.52601624,97.44148254,102.710289,101.9893494,102.4025192,126.0045013,126.1791534,125.9452896,88.85301208,91.11257172,92.88234711,1.3093e+12,1.4203e+12,1.39305e+12,2.973641191,2.288785676,2.085191421,28100.58624,30349.7521,29555.3157,2.732360583,1.841757858,1.357962949,39528.92539,40686.98547,42172.13171,1.26142e+12,1.37008e+12,1.43036e+12,27070,29280,30350,1.84247e+12,1.9068e+12,1.99201e+12,39540,40750,42260,25.3784691,25.62355663,25.67210712,10.11308772,10.39624953,10.76434496,176,149,159,2167,1525,1288,2855.74562,3000.8872,1.21041,1.24323,NA,4427,4540,4585,50651,50834,49116,17.22,15.26,14.1,80.08,80.321,80.565,4.2,54174,3.2,26062,102,126.2,129.95,14.6,90.7,57.8,NA,NA,64.7,0.7,54.5
"67","Sri Lanka",0.72278929,0.031558574,0.728126667,0.029628626,0.72665,0.031203747,0.71544,0.035185297,0.719156667,0.032199517,0.72313,0.033147358,0.7199,0.03059397,0.716653333,0.032404682,0.721673333,0.033322147,0.710823333,0.030515203,0.718953333,0.033817697,4.048,3.569,6.065,NA,NA,29.85,28.66,28.45,23.78,25.1,-0.56,NA,0.255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102.3903809,NA,99.2629776,100.6327133,100.1620178,100.2300568,98.02662659,100.3352203,NA,18.9611702,19.63023949,21.12770081,87428128124,87963042341,83990946939,3.578169679,3.272000479,2.255176529,4077.043841,4059.20823,3852.265603,2.414098662,2.194959772,1.631411979,12584.10479,13169.0947,13622.86045,83014050622,87457286273,87510880546,3870,4040,4010,2.62709e+11,2.77594e+11,2.88468e+11,12250,12810,13230,NA,NA,NA,23.12936646,20.84094466,18.62166218,266,260,255,277,343,356,106.39893,NA,0.12758,NA,NA,NA,4127,3709,NA,7356,6676,4.05,4.32,4.27,18.384,18.476,18.585,2.1,351431,0.2,6001,100.15,100.3,100.25,0.2,34.1,56,NA,NA,68.7,2.2,66.4
"68","Sweden",0.631606236,0.033367157,0.630713333,0.035925583,0.63446,0.035189868,0.637813333,0.032527129,0.629436667,0.036201056,0.62312,0.031267317,0.62933,0.027500683,0.629423333,0.032232452,0.625173333,0.033017408,0.64167,0.032065004,0.6218,0.035696548,3.936,3.45,2.892,71,5,63.82,63.08,63.65,62.47,63.1,0.21,83.51,0.915,18,0.6,49,0.8,33,0.6,529134623505.185,539933177602.644,550881856186.419,534693521835.825,557814977158.87,6.6712314761,6.3283791483,6.7812371737,8.3118713215,8.8105024052,105.3862762,104.1240463,105.0860825,126.5753784,128.6435394,126.1641312,152.8606873,151.7045441,146.2463226,66.9882431,72.46116638,77.32910919,5.41019e+11,5.55455e+11,5.3388e+11,2.567924525,1.950022846,1.986195874,53791.50873,54589.06039,51939.42974,1.195147571,0.772577449,0.957561656,51947.95425,53553.31245,55337.87456,5.33339e+11,5.66178e+11,5.7981e+11,53030,55640,56410,5.31543e+11,5.55218e+11,5.85378e+11,52850,54570,56950,15.44269872,15.55709787,15.64407703,18.23879274,17.92342684,18.58049412,305,442,388,1992,1838,1802,7383.41927,7536.47495,3.36279,3.31278,NA,1994,1924,1982,8649,7289,7739,6.72,6.37,6.83,87.146,87.431,87.708,7.6,1393491,2,29816,128.7,151.85,185.15,19.8,94.5,57.2,NA,NA,74.5,0.1,80.3
